         360
   gj         fig        sg         vg         ssv        ssv1       ttv        ttp        vg1        xp         yp         sg1        cp         t          f          d1         d2         xd1        yd1
   4.729842   0.345922   0.552559  -0.900000  -0.248557  -0.286803  -0.923772   3.109593  -0.866228  -0.574542   0.035458   0.575827   0.249648   0.183884  -0.002577   0.002559   0.001896  -0.574624   0.032900
   4.747296   0.354021   0.543560  -0.900000  -0.260797  -0.299094  -0.914724   3.109271  -0.866185  -0.565196   0.035158   0.566476   0.249724   0.182176  -0.002745   0.002609   0.001932  -0.565281   0.032550
   4.764749   0.362145   0.534533  -0.900000  -0.272814  -0.311163  -0.905568   3.108842  -0.866139  -0.555822   0.034853   0.557097   0.249803   0.180286  -0.002918   0.002658   0.001969  -0.555909   0.032196
   4.782202   0.370292   0.525481  -0.900000  -0.284612  -0.323016  -0.896455   3.108456  -0.866092  -0.546421   0.034543   0.547691   0.249885   0.178196  -0.003096   0.002708   0.002005  -0.546511   0.031837
   4.799655   0.378457   0.516409  -0.900000  -0.296198  -0.334659  -0.887239   3.107967  -0.866042  -0.536998   0.034228   0.538263   0.249970   0.175883  -0.003279   0.002757   0.002042  -0.537091   0.031473
   4.817109   0.386639   0.507318  -0.900000  -0.307576  -0.346095  -0.878068   3.107522  -0.865991  -0.527557   0.033909   0.528816   0.250059   0.173318  -0.003467   0.002806   0.002078  -0.527652   0.031104
   4.834562   0.394833   0.498213  -0.900000  -0.318750  -0.357331  -0.868796   3.106977  -0.865939  -0.518100   0.033584   0.519354   0.250150   0.170443  -0.003660   0.002855   0.002114  -0.518198   0.030730
   4.852015   0.403037   0.489098  -0.900000  -0.329726  -0.368370  -0.859570   3.106477  -0.865884  -0.508631   0.033253   0.509879   0.250245   0.167176  -0.003858   0.002904   0.002151  -0.508733   0.030351
   4.869469   0.411248   0.479974  -0.900000  -0.340507  -0.379216  -0.850246   3.105879  -0.865828  -0.499153   0.032918   0.500396   0.250342   0.163219  -0.004061   0.002953   0.002187  -0.499259   0.029967
   4.886922   0.419463   0.470846  -0.900000  -0.351098  -0.389874  -0.840968   3.105328  -0.865770  -0.489671   0.032576   0.490907   0.250443   0.158804  -0.004269   0.003001   0.002223  -0.489780   0.029577
   4.904375   0.427679   0.461718  -0.900000  -0.361502  -0.400348  -0.831595   3.104682  -0.865710  -0.480188   0.032229   0.481417   0.250547   0.154247  -0.004483   0.003050   0.002259  -0.480300   0.029181
   4.921828   0.435893   0.452592  -0.900000  -0.371724  -0.410641  -0.822268   3.104082  -0.865648  -0.470706   0.031876   0.471929   0.250653   0.149622  -0.004702   0.003098   0.002294  -0.470823   0.028780
   4.939282   0.444101   0.443471  -0.900000  -0.381768  -0.420757  -0.812849   3.103389  -0.865585  -0.461231   0.031517   0.462447   0.250763   0.144980  -0.004927   0.003147   0.002330  -0.461351   0.028373
   4.956735   0.452301   0.434360  -0.900000  -0.391635  -0.430700  -0.803476   3.102743  -0.865520  -0.451764   0.031153   0.452973   0.250875   0.140351  -0.005157   0.003195   0.002366  -0.451888   0.027960
   4.974188   0.460489   0.425262  -0.900000  -0.401331  -0.440473  -0.794013   3.102007  -0.865453  -0.442310   0.030782   0.443512   0.250990   0.135753  -0.005393   0.003242   0.002401  -0.442439   0.027542
   4.991642   0.468663   0.416180  -0.900000  -0.410859  -0.450079  -0.784597   3.101317  -0.865385  -0.432873   0.030405   0.434067   0.251109   0.131202  -0.005635   0.003290   0.002436  -0.433005   0.027117
   5.009095   0.476820   0.407117  -0.900000  -0.420221  -0.459522  -0.775091   3.100538  -0.865315  -0.423455   0.030022   0.424641   0.251229   0.126706  -0.005883   0.003337   0.002471  -0.423591   0.026687
   5.026548   0.484956   0.398076  -0.900000  -0.429421  -0.468804  -0.765633   3.099807  -0.865244  -0.414060   0.029632   0.415238   0.251353   0.122274  -0.006137   0.003384   0.002506  -0.414201   0.026251
   5.044002   0.493069   0.389062  -0.900000  -0.438461  -0.477929  -0.756087   3.098987  -0.865171  -0.404691   0.029237   0.405862   0.251479   0.117911  -0.006397   0.003431   0.002541  -0.404838   0.025809
   5.061455   0.501155   0.380078  -0.900000  -0.447346  -0.486899  -0.746588   3.098215  -0.865096  -0.395353   0.028835   0.396515   0.251608   0.113621  -0.006664   0.003478   0.002575  -0.395504   0.025360
   5.078908   0.509212   0.371126  -0.900000  -0.456076  -0.495717  -0.737003   3.097357  -0.865020  -0.386049   0.028427   0.387201   0.251740   0.109407  -0.006937   0.003524   0.002609  -0.386205   0.024907
   5.096361   0.517236   0.362210  -0.900000  -0.464655  -0.504386  -0.727466   3.096546  -0.864943  -0.376781   0.028013   0.377925   0.251874   0.105272  -0.007217   0.003570   0.002644  -0.376942   0.024447
   5.113815   0.525225   0.353334  -0.900000  -0.473086  -0.512909  -0.717842   3.095649  -0.864864  -0.367554   0.027593   0.368688   0.252010   0.101218  -0.007504   0.003616   0.002677  -0.367720   0.023981
   5.131268   0.533175   0.344500  -0.900000  -0.481371  -0.521286  -0.708266   3.094800  -0.864783  -0.358371   0.027167   0.359495   0.252150   0.097247  -0.007798   0.003661   0.002711  -0.358543   0.023510
   5.148721   0.541084   0.335713  -0.900000  -0.489512  -0.529522  -0.698606   3.093866  -0.864702  -0.349236   0.026735   0.350350   0.252291   0.093360  -0.008099   0.003706   0.002744  -0.349413   0.023033
   5.166175   0.548948   0.326974  -0.900000  -0.497512  -0.537618  -0.688993   3.092980  -0.864618  -0.340151   0.026297   0.341254   0.252435   0.089557  -0.008408   0.003751   0.002777  -0.340333   0.022551
   5.183628   0.556765   0.318289  -0.900000  -0.505373  -0.545577  -0.679296   3.092009  -0.864534  -0.331121   0.025853   0.332213   0.252582   0.085841  -0.008724   0.003796   0.002810  -0.331309   0.022063
   5.201081   0.564532   0.309659  -0.900000  -0.513096  -0.553400  -0.669646   3.091086  -0.864448  -0.322148   0.025404   0.323229   0.252730   0.082211  -0.009049   0.003840   0.002843  -0.322341   0.021569
   5.218534   0.572246   0.301088  -0.900000  -0.520686  -0.561091  -0.659912   3.090079  -0.864360  -0.313235   0.024949   0.314305   0.252881   0.078668  -0.009382   0.003883   0.002875  -0.313435   0.021071
   5.235988   0.579903   0.292580  -0.900000  -0.528142  -0.568650  -0.650226   3.089120  -0.864272  -0.304388   0.024489   0.305445   0.253034   0.075213  -0.009723   0.003927   0.002907  -0.304594   0.020568
   5.253441   0.587502   0.284137  -0.900000  -0.535468  -0.576079  -0.640457   3.088077  -0.864182  -0.295608   0.024023   0.296653   0.253190   0.071845  -0.010073   0.003969   0.002939  -0.295820   0.020059
   5.270894   0.595039   0.275762  -0.900000  -0.542664  -0.583381  -0.630735   3.087081  -0.864091  -0.286898   0.023552   0.287931   0.253347   0.068565  -0.010433   0.004012   0.002970  -0.287117   0.019546
   5.288348   0.602511   0.267460  -0.900000  -0.549734  -0.590558  -0.620929   3.086002  -0.863998  -0.278264   0.023076   0.279283   0.253507   0.065372  -0.010802   0.004054   0.003001  -0.278489   0.019029
   5.305801   0.609916   0.259232  -0.900000  -0.556679  -0.597611  -0.611171   3.084971  -0.863905  -0.269706   0.022596   0.270712   0.253668   0.062267  -0.011181   0.004096   0.003032  -0.269938   0.018507
   5.323254   0.617250   0.251083  -0.900000  -0.563500  -0.604541  -0.601330   3.083856  -0.863810  -0.261230   0.022111   0.262222   0.253832   0.059250  -0.011571   0.004137   0.003062  -0.261468   0.017981
   5.340708   0.624512   0.243015  -0.900000  -0.570199  -0.611351  -0.591535   3.082788  -0.863715  -0.252837   0.021621   0.253815   0.253997   0.056320  -0.011971   0.004178   0.003093  -0.253082   0.017451
   5.358161   0.631698   0.235030  -0.900000  -0.576778  -0.618042  -0.581657   3.081637  -0.863618  -0.244531   0.021127   0.245495   0.254165   0.053477  -0.012382   0.004218   0.003122  -0.244784   0.016917
   5.375614   0.638805   0.227133  -0.900000  -0.583238  -0.624616  -0.571826   3.080533  -0.863520  -0.236316   0.020630   0.237264   0.254334   0.050721  -0.012806   0.004258   0.003152  -0.236576   0.016380
   5.393067   0.645831   0.219326  -0.900000  -0.589581  -0.631073  -0.561912   3.079345  -0.863421  -0.228195   0.020128   0.229127   0.254505   0.048050  -0.013242   0.004297   0.003181  -0.228462   0.015840
   5.410521   0.652774   0.211613  -0.900000  -0.595808  -0.637417  -0.552044   3.078204  -0.863321  -0.220170   0.019624   0.221086   0.254677   0.045466  -0.013690   0.004336   0.003210  -0.220444   0.015296
   5.427974   0.659629   0.203996  -0.900000  -0.601921  -0.643647  -0.542093   3.076979  -0.863220  -0.212244   0.019116   0.213145   0.254851   0.042967  -0.014153   0.004374   0.003238  -0.212527   0.014751
   5.445427   0.666396   0.196477  -0.900000  -0.607922  -0.649765  -0.532187   3.075800  -0.863118  -0.204422   0.018605   0.205306   0.255027   0.040552  -0.014630   0.004412   0.003266  -0.204712   0.014202
   5.462881   0.673070   0.189060  -0.900000  -0.613811  -0.655773  -0.522198   3.074538  -0.863015  -0.196705   0.018092   0.197572   0.255205   0.038222  -0.015122   0.004449   0.003293  -0.197003   0.013652
   5.480334   0.679651   0.181749  -0.900000  -0.619589  -0.661672  -0.512254   3.073321  -0.862912  -0.189097   0.017576   0.189947   0.255384   0.035974  -0.015631   0.004486   0.003320  -0.189404   0.013100
   5.497787   0.686134   0.174545  -0.900000  -0.625259  -0.667463  -0.502226   3.072019  -0.862807  -0.181601   0.017059   0.182433   0.255564   0.033810  -0.016156   0.004522   0.003347  -0.181916   0.012547
   5.515240   0.692518   0.167452  -0.900000  -0.630821  -0.673147  -0.492243   3.070763  -0.862702  -0.174220   0.016540   0.175033   0.255746   0.031726  -0.016699   0.004558   0.003373  -0.174543   0.011993
   5.532694   0.698800   0.160472  -0.900000  -0.636277  -0.678725  -0.482175   3.069422  -0.862596  -0.166956   0.016020   0.167751   0.255929   0.029724  -0.017262   0.004593   0.003399  -0.167287   0.011438
   5.550147   0.704978   0.153608  -0.900000  -0.641627  -0.684199  -0.472153   3.068125  -0.862489  -0.159813   0.015499   0.160589   0.256113   0.027801  -0.017845   0.004628   0.003425  -0.160153   0.010883
   5.567600   0.711049   0.146862  -0.900000  -0.646873  -0.689570  -0.462044   3.066743  -0.862381  -0.152793   0.014977   0.153549   0.256299   0.025958  -0.018450   0.004662   0.003450  -0.153142   0.010328
   5.585054   0.717011   0.140238  -0.900000  -0.652016  -0.694839  -0.451979   3.065406  -0.862273  -0.145899   0.014455   0.146636   0.256485   0.024192  -0.019079   0.004695   0.003474  -0.146256   0.009774
   5.602507   0.722861   0.133738  -0.900000  -0.657056  -0.700006  -0.441828   3.063981  -0.862164  -0.139134   0.013934   0.139851   0.256673   0.022503  -0.019732   0.004728   0.003499  -0.139501   0.009220
   5.619960   0.728598   0.127363  -0.900000  -0.661996  -0.705072  -0.431721   3.062601  -0.862055  -0.132500   0.013414   0.133197   0.256862   0.020889  -0.020413   0.004760   0.003522  -0.132876   0.008668
   5.637413   0.734218   0.121119  -0.900000  -0.666836  -0.710040  -0.421526   3.061132  -0.861944  -0.126001   0.012895   0.126677   0.257052   0.019350  -0.021122   0.004792   0.003545  -0.126386   0.008118
   5.654867   0.739720   0.115006  -0.900000  -0.671576  -0.714909  -0.411375   3.059708  -0.861834  -0.119639   0.012377   0.120293   0.257243   0.017885  -0.021863   0.004823   0.003568  -0.120033   0.007571
   5.672320   0.745101   0.109026  -0.900000  -0.676219  -0.719680  -0.401134   3.058194  -0.861723  -0.113416   0.011862   0.114049   0.257434   0.016491  -0.022637   0.004853   0.003590  -0.113820   0.007026
   5.689773   0.750359   0.103185  -0.900000  -0.680764  -0.724355  -0.390937   3.056723  -0.861611  -0.107335   0.011349   0.107946   0.257627   0.015168  -0.023449   0.004883   0.003612  -0.107749   0.006484
   5.707227   0.755493   0.097479  -0.900000  -0.685212  -0.728933  -0.380649   3.055162  -0.861499  -0.101398   0.010839   0.101988   0.257820   0.013914  -0.024300   0.004912   0.003634  -0.101822   0.005946
   5.724680   0.760499   0.091918  -0.900000  -0.689566  -0.733417  -0.370403   3.053643  -0.861386  -0.095609   0.010333   0.096176   0.258014   0.012728  -0.025195   0.004940   0.003654  -0.096042   0.005412
   5.742133   0.765377   0.086498  -0.900000  -0.693824  -0.737807  -0.360066   3.052032  -0.861273  -0.089968   0.009831   0.090514   0.258208   0.011609  -0.026137   0.004968   0.003675  -0.090413   0.004884
   5.759587   0.770123   0.081226  -0.900000  -0.697989  -0.742103  -0.349770   3.050463  -0.861160  -0.084480   0.009334   0.085003   0.258403   0.010554  -0.027132   0.004995   0.003694  -0.084934   0.004360
   5.777040   0.774736   0.076099  -0.900000  -0.702060  -0.746306  -0.339381   3.048800  -0.861047  -0.079145   0.008842   0.079646   0.258599   0.009563  -0.028184   0.005021   0.003714  -0.079611   0.003843
   5.794493   0.779214   0.071125  -0.900000  -0.706039  -0.750418  -0.329032   3.047178  -0.860933  -0.073967   0.008356   0.074445   0.258795   0.008633  -0.029301   0.005046   0.003732  -0.074443   0.003332
   5.811946   0.783554   0.066300  -0.900000  -0.709927  -0.754438  -0.318588   3.045461  -0.860819  -0.068948   0.007876   0.069402   0.258991   0.007764  -0.030488   0.005071   0.003751  -0.069435   0.002828
   5.829400   0.787757   0.061634  -0.900000  -0.713724  -0.758367  -0.308184   3.043784  -0.860705  -0.064089   0.007404   0.064521   0.259188   0.006953  -0.031753   0.005096   0.003768  -0.064587   0.002333
   5.846853   0.791818   0.057117  -0.900000  -0.717430  -0.762206  -0.297683   3.042008  -0.860590  -0.059393   0.006939   0.059802   0.259385   0.006199  -0.033107   0.005119   0.003785  -0.059902   0.001845
   5.864306   0.795737   0.052768  -0.900000  -0.721047  -0.765956  -0.287220   3.040273  -0.860476  -0.054862   0.006482   0.055248   0.259582   0.005500  -0.034559   0.005142   0.003802  -0.055382   0.001367
   5.881760   0.799512   0.048568  -0.900000  -0.724575  -0.769617  -0.276657   3.038436  -0.860361  -0.050498   0.006035   0.050861   0.259779   0.004854  -0.036124   0.005164   0.003818  -0.051030   0.000898
   5.899213   0.803140   0.044541  -0.900000  -0.728014  -0.773190  -0.266133   3.036638  -0.860246  -0.046303   0.005596   0.046643   0.259976   0.004260  -0.037815   0.005185   0.003833  -0.046846   0.000440
   5.916666   0.806622   0.040673  -0.900000  -0.731366  -0.776676  -0.255505   3.034738  -0.860132  -0.042278   0.005169   0.042595   0.260174   0.003715  -0.039651   0.005206   0.003848  -0.042833  -0.000008
   5.934119   0.809954   0.036966  -0.900000  -0.734631  -0.780074  -0.244914   3.032873  -0.860017  -0.038426   0.004752   0.038721   0.260371   0.003217  -0.041653   0.005226   0.003863  -0.038993  -0.000443
   5.951573   0.813135   0.033441  -0.900000  -0.737809  -0.783385  -0.234218   3.030903  -0.859902  -0.034749   0.004347   0.035022   0.260568   0.002765  -0.043847   0.005245   0.003876  -0.035328  -0.000866
   5.969026   0.816164   0.030068  -0.900000  -0.740902  -0.786611  -0.223556   3.028969  -0.859787  -0.031248   0.003954   0.031499   0.260766   0.002357  -0.046266   0.005264   0.003890  -0.031840  -0.001276
   5.986479   0.819040   0.026878  -0.900000  -0.743908  -0.789751  -0.212786   3.026925  -0.859673  -0.027925   0.003575   0.028154   0.260962   0.001990  -0.048947   0.005282   0.003902  -0.028529  -0.001672
   6.003933   0.821760   0.023888  -0.900000  -0.746830  -0.792806  -0.202048   3.024914  -0.859559  -0.024781   0.003210   0.024989   0.261159   0.001663  -0.051940   0.005299   0.003914  -0.025398  -0.002053
   6.021386   0.824324   0.021029  -0.900000  -0.749668  -0.795776  -0.191198   3.022790  -0.859444  -0.021819   0.002860   0.022006   0.261355   0.001373  -0.055308   0.005315   0.003926  -0.022449  -0.002418
   6.038839   0.826731   0.018276  -0.900000  -0.752421  -0.798662  -0.180379   3.020698  -0.859330  -0.019039   0.002525   0.019206   0.261551   0.001119  -0.059127   0.005331   0.003936  -0.019682  -0.002767
   6.056293   0.828978   0.015743  -0.900000  -0.755091  -0.801465  -0.169442   3.018488  -0.859217  -0.016443   0.002207   0.016591   0.261747   0.000898  -0.063502   0.005346   0.003947  -0.017100  -0.003099
   6.073746   0.831065   0.013433  -0.900000  -0.757678  -0.804184  -0.158534   3.016306  -0.859103  -0.014033   0.001906   0.014162   0.261942   0.000707  -0.068569   0.005360   0.003956  -0.014703  -0.003413
   6.091199   0.832990   0.011333  -0.900000  -0.760182  -0.806820  -0.147503   3.014002  -0.858990  -0.011810   0.001623   0.011921   0.262136   0.000546  -0.074511   0.005374   0.003965  -0.012494  -0.003707
   6.108652   0.834753   0.009434  -0.900000  -0.762604  -0.809373  -0.136497   3.011723  -0.858877  -0.009774   0.001360   0.009869   0.262330   0.000411  -0.081587   0.005388   0.003974  -0.010472  -0.003982
   6.126106   0.836352   0.007742  -0.900000  -0.764945  -0.811844  -0.125364   3.009316  -0.858765  -0.007928   0.001117   0.008007   0.262523   0.000300  -0.090159   0.005401   0.003981  -0.008641  -0.004237
   6.143559   0.837786   0.006249  -0.900000  -0.767203  -0.814233  -0.114249   3.006927  -0.858653  -0.006273   0.000894   0.006336   0.262715   0.000211  -0.100769   0.005414   0.003988  -0.007000  -0.004470
   6.161012   0.839055   0.004943  -0.900000  -0.769381  -0.816541  -0.103000   3.004406  -0.858541  -0.004809   0.000694   0.004859   0.262907   0.000142  -0.114245   0.005427   0.003995  -0.005551  -0.004681
   6.178466   0.840157   0.003813  -0.900000  -0.771478  -0.818767  -0.091763   3.001895  -0.858430  -0.003537   0.000517   0.003575   0.263097   0.000090  -0.131921   0.005440   0.004001  -0.004295  -0.004870
   6.195919   0.841092   0.002845  -0.900000  -0.773495  -0.820913  -0.080384   2.999242  -0.858320  -0.002459   0.000364   0.002486   0.263287   0.000052  -0.156078   0.005455   0.004006  -0.003233  -0.005035
   6.213372   0.841858   0.002026  -0.900000  -0.775431  -0.822977  -0.069004   2.996590  -0.858210  -0.001576   0.000236   0.001593   0.263476   0.000027  -0.190892   0.005472   0.004011  -0.002366  -0.005178
   6.230825   0.842455   0.001345  -0.900000  -0.777288  -0.824961  -0.057473   2.993785  -0.858101  -0.000887   0.000135   0.000897   0.263663   0.000011  -0.244543   0.005495   0.004014  -0.001696  -0.005300
   6.248279   0.842882   0.000789  -0.900000  -0.779065  -0.826866  -0.045920   2.990958  -0.857992  -0.000395   0.000061   0.000399   0.263850   0.000003  -0.332740   0.005529   0.004018  -0.001224  -0.005406
   6.265732   0.843139   0.000344  -0.900000  -0.780763  -0.828690  -0.034198   2.987964  -0.857884  -0.000099   0.000016   0.000100   0.264036   0.000000  -0.696146   0.005667   0.004020  -0.000966  -0.005585
   6.283185   0.843225   0.000000  -0.900000  -0.782383  -0.830434  -0.022374   2.984867  -0.857776   0.000000   0.000000   0.000000   0.264220   0.000000  -2.077333   0.006251   0.004022  -0.000976  -0.006175
